,index,wine_image,name,year,price,bodyPercent,dryOrSweet,Acidic,compareFoods,rating,about_wine
161,59,https://images.vivino.com/thumbs/vq5Tce-SQlmzEc3XUdZmLA_pb_x600.png,"Jean-Michel Gerin
La Viallière Côte-Rôtie 2017",2017,$96,71.7089%;,69.5083%;,63.3173%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Jean-Michel Gerin'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Côte-Rôtie'], ['Wine style', 'Northern Rhône Côte-Rotie'], ['Alcohol content', '14%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'A beautiful mouth of red fruit, slightly spicy. The balance and long finish reveals the finesse of Syrah.']]"
162,60,https://images.vivino.com/thumbs/ySFzLweQR6isiv5HeXArAQ_pb_x600.png,"Château de Nalys
Châteauneuf-du-Pape Rouge 2017",2017,$109.99,83.6389%;,38.808%;,44.7517%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.3,"[['Winery', 'Château de Nalys'], ['Grapes', 'Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '14.5%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'Beautiful freshness in the mouth with gourmet. Aromas of Cherry, raspberry. Appetizing roundness and good aromatic persistence. The good general balance and the silky tannins will bring finesse and sweetness to all the stages of the evolution of this wine.']]"
163,61,https://images.vivino.com/thumbs/EWdZdWO7SBOMzTH97RJ8pw_pb_x600.png,"Château de Saint Cosme
Gigondas Le Claux 2020",2020,$175.99,65.0874%;,53.6339%;,55.2799%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Château de Saint Cosme'], ['Grapes', '100% Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Gigondas'], ['Wine style', 'Southern Rhône Red'], ['Alcohol content', '16%'], ['Allergens', 'Contains sulfites']]"
164,63,https://images.vivino.com/thumbs/4Xd975EkR3C17yVgrYUjNQ_pb_x600.png,"Jean Baptiste Souillard
Côteaux de Bassenon Côte-Rôtie 2014",2014,$115.99,70.6743%;,76.8256%;,68.3553%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Jean Baptiste Souillard'], ['Grapes', 'Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Côte-Rôtie'], ['Wine style', 'Northern Rhône Côte-Rotie'], ['Allergens', 'Contains sulfites']]"
165,65,https://images.vivino.com/thumbs/O4tNP6RHRbyOT5AS1C42-g_pb_x600.png,"Domaine de Beaurenard
Gran Partita Châteauneuf-du-Pape 2015",2015,$160,85%;,43.2131%;,46.6724%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.3,"[['Winery', 'Domaine de Beaurenard'], ['Grapes', 'Mourvedre, Cinsault, Shiraz/Syrah, Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Allergens', 'Contains sulfites']]"
166,66,https://images.vivino.com/thumbs/l57EvP3KQtiy2uA97RJwjA_pb_x600.png,"Paul Jaboulet Aîné
Hermitage 'La Maison Bleue' 2015",2015,$74.17,85%;,67.9348%;,56.1344%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Paul Jaboulet Aîné'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Hermitage'], ['Wine style', 'Northern Rhône Hermitage'], ['Alcohol content', '13%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork']]"
167,67,https://images.vivino.com/thumbs/dLkYWHWhRLaJIja23ZxSJw_pb_x600.png,"Rotem & Mounir Saouma
Omnia Châteauneuf-du-Pape 2018",2018,$129.99,78.2383%;,39.6449%;,45.4603%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.3,"[['Winery', 'Rotem & Mounir Saouma'], ['Grapes', 'Grenache, Mourvedre, Shiraz/Syrah'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Allergens', 'Contains sulfites']]"
168,68,https://images.vivino.com/thumbs/ZRANY8W9QkiG3hjFMTpJQA_pb_x600.png,"Jean-Luc Colombo
Syrah Cornas Les Ruchets 2011",2011,$149.99,85%;,50.2869%;,56.1419%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Jean-Luc Colombo'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Cornas'], ['Wine style', 'Northern Rhône Cornas'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'It offers aromas of blackberry, black currant and violet, soft spices and pepper.']]"
169,69,https://images.vivino.com/thumbs/L8614oT2SoKCc0Lh_7YuxQ_pb_x600.png,"Domaine Bois de Boursan
Châteauneuf-du-Pape 2019",2019,$69.99,83.0837%;,45.7257%;,46.6126%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.3,"[['Winery', 'Domaine Bois de Boursan'], ['Grapes', 'Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Allergens', 'Contains sulfites']]"
170,70,https://images.vivino.com/thumbs/76Niq9OARiiy_bP0p4mmBg_pb_x600.png,"Domaine de Beaurenard
Châteauneuf-du-Pape Boisrenard 2021",2021,$113.50,80.6425%;,40.3792%;,42.8809%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.3,"[['Winery', 'Domaine de Beaurenard'], ['Grapes', 'Shiraz/Syrah, Mourvedre, Cinsault, Vaccareze, Muscardin, Terret'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Allergens', 'Contains sulfites'], ['Wine description', 'It has character and states in its fruit (strawberries, blueberries, old boy jam) with a Relay spicy, mineral salt and look great distinction afforded to him unusual.']]"
171,71,https://images.vivino.com/thumbs/1kyKW9sIT-G2hBEowaecrw_pb_x600.png,"Jean Luc Jamet
Terrasses Côte-Rôtie 2018",2018,$116.50,72.6645%;,66.8653%;,63.9808%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Jean Luc Jamet'], ['Grapes', 'Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Côte-Rôtie'], ['Wine style', 'Northern Rhône Côte-Rotie'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites']]"
172,72,https://images.vivino.com/thumbs/1kyKW9sIT-G2hBEowaecrw_pb_x600.png,"Jean Luc Jamet
Terrasses Côte-Rôtie 2017",2017,$116.50,72.6645%;,66.8653%;,63.9808%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Jean Luc Jamet'], ['Grapes', 'Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Côte-Rôtie'], ['Wine style', 'Northern Rhône Côte-Rotie'], ['Allergens', 'Contains sulfites']]"
173,73,https://images.vivino.com/thumbs/_SHTMwjrTuy5ZtUA-byuLA_pb_x600.png,"Christophe Semaska
Lancement Côte-Rôtie 2016",2016,$174.95,55.9952%;,76.2937%;,66.1384%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Christophe Semaska'], ['Grapes', 'Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Côte-Rôtie'], ['Wine style', 'Northern Rhône Côte-Rotie'], ['Alcohol content', '13%'], ['Allergens', 'Contains sulfites']]"
174,74,https://images.vivino.com/thumbs/Zxa9ZYUVSfSQE9qIpSKsrw_pb_x600.png,"Château de la Font du Loup
Legend Châteauneuf du Pape 2021",2021,$105.99,82.4025%;,41.2375%;,43.8025%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.3,"[['Winery', 'Château de la Font du Loup'], ['Grapes', 'Shiraz/Syrah, Grenache, Mourvedre'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Allergens', 'Contains sulfites']]"
175,75,https://images.vivino.com/thumbs/EqmsImpjQMiAfyrifbMzyw_pb_x600.png,"Jean-Michel Gerin
Les Grandes Places Côte-Rôtie 2016",2016,$188.99,73.1031%;,63.6177%;,63.7115%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Jean-Michel Gerin'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Côte-Rôtie'], ['Wine style', 'Northern Rhône Côte-Rotie'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'Inky black in color with a powerful nose of bacon fat, smoke and', 'spice. Huge mouthfeel, a wine with power and sustainability.']]"
176,76,https://images.vivino.com/thumbs/AtkIeAiSQ0GHhjkDBOxeZw_pb_x600.png,"Pierre Usseglio
Châteauneuf-du-Pape Cuvée de mon Aïeul 2019",2019,$114,85%;,41.0312%;,43.1994%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.3,"[['Winery', 'Pierre Usseglio'], ['Grapes', '100% Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '15.5%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'The ""Cuvée de mon Aïeul"" is a pure and concentrated wine. The nose is complex with notes of raspberries, licorice and spices. This is a powerful wine of great elegance that it will take ten years.']]"
177,77,https://images.vivino.com/thumbs/FSAKSGlmQOW6M8VBVTCk3w_pb_x600.png,"Pierre Jean Villa
Côte-Rôtie 'Fongeant' 2020",2020,$172.50,76.9016%;,76.1201%;,66.1043%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Pierre Jean Villa'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Côte-Rôtie'], ['Wine style', 'Northern Rhône Côte-Rotie'], ['Alcohol content', '14%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork']]"
178,78,https://images.vivino.com/thumbs/hsdBXYpwSIK-bQ5-FkEaSQ_pb_x600.png,"Château de Saint Cosme
Gigondas Hominis Fides 2021",2021,$160.01,64.3479%;,52.7842%;,55.355%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Château de Saint Cosme'], ['Grapes', 'Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Gigondas'], ['Wine style', 'Southern Rhône Red'], ['Alcohol content', '15.5%'], ['Allergens', 'Contains sulfites, egg allergens, milk allergens']]"
179,79,https://images.vivino.com/thumbs/JoEEhZQuRQKeGOb24b_CyA_pb_x600.png,"Domaine de la Janasse
Côtes du Rhône Les Garrigues 2019",2019,$57.75,68.6995%;,50.4609%;,54.7238%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Domaine de la Janasse'], ['Grapes', 'Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Côtes-du-Rhône'], ['Wine style', 'Southern Rhône Red'], ['Allergens', 'Contains sulfites'], ['Wine description', 'The power of the soil perfectly matches with the smoothness of the old grenaches. An esthete wine with aromas of red (strawberry) and black (ripe) fruits, expressing the character of a Provençal terroir scented “garrigue”.']]"
180,80,https://images.vivino.com/thumbs/-kFENGJTTm-fd3L2Cw6ETg_pb_x600.png,"Clos du Mont-Olivet
Châteauneuf-du-Pape La Cuvée du Papet 2016",2016,$163.18,85%;,42.9088%;,47.2335%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Clos du Mont-Olivet'], ['Grapes', '100% Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '15%'], ['Allergens', 'Contains sulfites']]"
181,81,https://images.vivino.com/thumbs/_XnYPZ1bT6eLMLzCdxxzpQ_pb_x600.png,"Clos du Mont-Olivet
Châteauneuf-du-Pape 2018",2018,$78.78,82.5381%;,42.822%;,45.2899%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Clos du Mont-Olivet'], ['Grapes', 'Shiraz/Syrah, Garnacha, Mourvedre'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '15%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'The wine has a dark ruby color and a ripe nose of sweet black cherries, raspberries, pepper and spice. It displays aromas of sweet cherry notes, roasted Provencal herbs, liquorice, and resiny, loamy, earthy scents. The wine is medium to full-bodied with light tannin in the finish.']]"
182,82,https://images.vivino.com/thumbs/dhdnwYWESy2vTYazX2MIgw_150x200.jpg,"Clusel-Roch
Côte-Rôtie Champon 2020",2020,$139.40,64.3533%;,82.2603%;,71.1178%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Clusel-Roch'], ['Grapes', 'Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Côte-Rôtie'], ['Wine style', 'Northern Rhône Côte-Rotie'], ['Allergens', 'Contains sulfites']]"
183,83,https://images.vivino.com/thumbs/JQo7aoWBSiaKum4Mzc_-FQ_pb_x600.png,"Domaine Alain Verset
Cornas 2020",2020,$67.52,83.1789%;,53.9465%;,57.4998%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Domaine Alain Verset'], ['Grapes', 'Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Cornas'], ['Wine style', 'Northern Rhône Cornas'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites']]"
184,84,https://images.vivino.com/thumbs/9qam3xRkROWUNhytPxi2Tg_pb_x600.png,"Alain Graillot
La Guiraude Crozes-Hermitage 2020",2020,$83.27,65.097%;,54.1805%;,48.932%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Alain Graillot'], ['Grapes', 'Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Crozes-Hermitage'], ['Wine style', 'Northern Rhône Crozes-Hermitage'], ['Allergens', 'Contains sulfites'], ['Wine description', 'Graillot ferments with stems for added structure and complexity and utilizes pump-overs in order to carefully integrate oxygen into the wine.']]"
185,85,https://images.vivino.com/thumbs/b4Z_l6k7TZmqkkucVVnfhw_pb_x600.png,"Vidal Fleury
Côte-Rotie Brune Et Blonde 2019",2019,$106.90,71.098%;,69.9155%;,63.5554%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Vidal Fleury'], ['Grapes', 'Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Côte-Rôtie'], ['Wine style', 'Northern Rhône Côte-Rotie'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'It has appearance, red with some carmine glint. Nose intense and complex. Fesh fruits, violet, pepper, smoky, black olive. Palate rich, soft and fresh. Full bodied, nice balance. Red fruits, blackcurrant, spices (peppery, curry). Persistent with straight flavors and tannin.']]"
186,86,https://images.vivino.com/thumbs/xgcNAZkhTFyz1qirixQtzQ_pb_x600.png,"Château de Rouanne
Guerin Vinsobres 2019",2019,$57.38,55%;,48.75%;,48.75%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Château de Rouanne'], ['Grapes', 'Shiraz/Syrah, Grenache, Mourvedre'], ['France', 'Rhone Valley', 'Southern Rhône', 'Vinsobres'], ['Wine style', 'Southern Rhône Red'], ['Allergens', 'Contains sulfites']]"
187,87,https://images.vivino.com/thumbs/sfMidDEZS-eOpdkOmAz7-Q_pb_x600.png,"Stephane Vedeau
J. Boutin Arena Mica Hermitage 2022",2022,$95.66,80.0459%;,61.4245%;,50.7133%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Stephane Vedeau'], ['Grapes', 'Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Hermitage'], ['Wine style', 'Northern Rhône Hermitage'], ['Alcohol content', '14%'], ['Allergens', 'Contains sulfites']]"
188,88,https://images.vivino.com/thumbs/JTwr_bFSRpqw2qRfpvBO3g_pb_x600.png,"Domaine Chante Cigale
Pi Châteauneuf-du-Pape 2020",2020,$91.80,85%;,51.2952%;,42.5%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Domaine Chante Cigale'], ['Grapes', 'Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '15%'], ['Allergens', 'Contains sulfites']]"
189,89,https://images.vivino.com/thumbs/HvdtIR6TQPyLGX9NEBc4GA_pb_x600.png,"Domaine La Barroche
Châteauneuf-du-Pape 2021",2021,$79.90,85%;,41.948%;,43.6772%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Domaine La Barroche'], ['Grapes', 'Shiraz/Syrah, Grenache, Mourvedre, Cinsault, Vaccareze'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '15%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'Unique, elegant, silky and opulent wine that invariably expresses its distinctive qualities. It also shows great class thank to its deep colour, floral bouquet, freshness, cocoa flavours and delicate aftertaste.']]"
190,91,https://images.vivino.com/thumbs/HvdtIR6TQPyLGX9NEBc4GA_pb_x600.png,"Domaine La Barroche
Châteauneuf-du-Pape 2019",2019,$71.40,85%;,41.948%;,43.6772%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Domaine La Barroche'], ['Grapes', '100% Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '15%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'Unique, elegant, silky and opulent wine that invariably expresses its distinctive qualities. It also shows great class thank to its deep colour, floral bouquet, freshness, cocoa flavours and delicate aftertaste.']]"
191,92,https://images.vivino.com/thumbs/X4mp_86CSNG5svOUc7MW3w_pb_x600.png,"Château de Saint Cosme
Saint Cosme Châteauneuf-du-Pape 2020",2020,$79.89,85%;,44.249%;,46.298%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Château de Saint Cosme'], ['Grapes', 'Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '15.7%'], ['Allergens', 'Contains sulfites']]"
192,93,https://images.vivino.com/thumbs/xgcNAZkhTFyz1qirixQtzQ_pb_x600.png,"Château de Rouanne
Guerin Vinsobres 2020",2020,$85.51,55%;,48.75%;,48.75%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Château de Rouanne'], ['Grapes', 'Shiraz/Syrah, Grenache, Mourvedre'], ['France', 'Rhone Valley', 'Southern Rhône', 'Vinsobres'], ['Wine style', 'Southern Rhône Red'], ['Allergens', 'Contains sulfites']]"
193,94,https://images.vivino.com/thumbs/GEUUOmziQaiiVO5_soty5A_pb_x600.png,"Domaine Philippe et Vincent Jaboulet
Ermitage Rouge 2014",2014,$87.78,83.3351%;,66.7183%;,52.554%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Domaine Philippe et Vincent Jaboulet'], ['Grapes', 'Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Hermitage'], ['Wine style', 'Northern Rhône Hermitage'], ['Allergens', 'Contains sulfites'], ['Wine description', ""This wine has a dark ruby colour, an aroma of red fruits, wild flowers evolving into nutty fruits and leather with age. The taste can be a bit harsh in it's youth, but the softness and roundness evolve with age.""]]"
